EVENT_ID,STATE_FIPS,CZ_FIPS,WFO,CZ_TIMEZONE,BEGIN_TIMESTAMP,END_TIMESTAMP,DEATHS,INJURIES,DAMAGE_PROPERTY,DAMAGE_CROPS,TOR_F_SCALE,TOR_LENGTH,TOR_WIDTH,TOR_OTHER_CZ_FIPS,TOR_OTHER_WFO,BEGIN_RANGE,BEGIN_AZIMUTH,BEGIN_LOCATION,END_RANGE,END_AZIMUTH,END_LOCATION,BEGIN_LAT,BEGIN_LON,END_LAT,END_LON,EVENT_NARRATIVE,TORNADO_ID
1186598,26,163,DTX,EST-5,1717597800,1717598340,1,2,0,0,EF1,5.75,450.0,,,2.0,ENE,PLYMOUTH,2.0,ENE,WESTMORE,42.38,-83.43,42.43,-83.34,"The tornado touched down just east of the intersection of Schoolcraft Rd and Eckles Rd and traveled northeast into Mason Rd, just north of I-96. The tornado continued into the intersection of Nola Rd and Lyndon Rd, uprooting large trees, snapping off large tree limbs, and producing some damage to residential housing. The tornado then traveled across Newburgh Rd into Levan Rd near the 5-mile intersection, close to the intersection of Ellen Dr. and 5-mile, where mainly tree damage was found. The tornado continued to travel northeast into Farmington and 6-mile, uprooting trees around this location. The tornado continued through Rotary Park where large trees and tree limbs were sheared off, and then moved into Beverly Park, where the damage was mainly sporadic downed tree limbs. The tornado lifted just southwest of 7 mile and Middlebelt Rd. Maximum wind speeds with this tornado were estimated to be up to 95 mph.",0
1186622,4,17,FGZ,MST-7,1717767060,1717767180,0,0,0,0,EF0,1.0,10.0,,,5.0,W,HOLBROOK,5.0,W,HOLBROOK,34.9,-110.2582,34.9,-110.2582,A video was shared of a landspout just west of  Holbrook.,0
1186705,22,99,LCH,CST-6,1715621700,1715621880,0,0,0,0,EFU,4.18,1.0,,,2.0,ESE,ATCHAFALAYA,5.0,NE,BUTTE LA ROSE,30.34,-91.7,30.337,-91.63,Damage path of apparent tornado based on NDVI differencing in high resolution satellite imagery. The width and strength is unknown and the tornado only affected trees in the Atchafalaya Basin.,0
1186706,22,99,LCH,CST-6,1715621640,1715621760,0,0,0,0,EFU,3.64,1.0,,,2.0,SSE,ATCHAFALAYA,4.0,NNE,BUTTE LA ROSE,30.32,-91.71,30.33,-91.65,Damage path of apparent tornado based on NDVI differencing in high resolution satellite imagery. The maximum width and strength of the tornado in the Atchafalaya Basin is unknown. The tornado only affected trees.,0
1186746,37,45,GSP,EST-5,1715176800,1715178300,0,0,0,0,EF1,13.43,100.0,71,GSP,1.0,N,POTTVILLE,1.0,NE,WACO,35.433,-81.651,35.379,-81.422,"NWS storm survey found the path of an EF1 tornado that  touched down along Polkville Rd, just north of Polkville proper, where several trees were uprooted. The tornado moved southeast across Casar Rd, where additional trees were uprooted and snapped. Tree damage continued along W Stage Coach Trail in the Lawndale area and south of Fallston, where the tornado crossed Fallston Rd and Fallston-Waco Rd before crossing into Gaston County between Baxter Rd and Highway 150.",0
1186747,37,71,GSP,EST-5,1715178300,1715179080,0,0,0,0,EF1,7.91,100.0,,,0.0,S,DELLVIEW,2.0,NE,SUNNYSIDE,35.379,-81.42,35.34,-81.288,"NWS storm survey found the path of an EF1 tornado that began over western Cleveland County moved into Gaston County just west of Cherryville, where the tornado reached peak intensity as it approached and skirted the western and southern part of town. Damage was primarily limited to numerous uprooted and snapped trees. The most consequential damage was observed near the intersection of Helton Road and Greenway Ave, where dozens of trees were uprooted or snapped. The tornado continued southeast, continuing to down trees near Tryon School Rd and Dameron Rd before lifting in a wooded area along Abel Rd.",0
1186748,37,71,GSP,EST-5,1715179200,1715179800,0,2,200000,0,EF1,8.22,60.0,,,2.0,WNW,GASTONIA,1.0,E,MC ADENVILLE,35.281,-81.21,35.269,-81.065,"NWS storm survey found the path of an EF1 tornado that  touched down near West Davidson Ave, snapping several trees. The tornado quickly moved east, crossing Highway 321 near I-85, where the tornado reached peak intensity. Several buildings sustained minor roof damage, multiple power poles were snapped, and numerous trees were uprooted or snapped in a wooded area around Sims Legion Park. Two people were injured by falling trees in this area. The tornado snapped additional trees as it crossed I-85 and moved through east Gastonia. Numerous trees were uprooted or snapped in this area, while a warehouse sustained minor-to-moderate roof damage. The tornado continued to produce tree damage as it moved through the Lowell area, where it crossed the South Fork Catawba River. Several more trees were downed in Belmont before the tornado lifted near Oak St in the Springwood community.",0
1186752,37,99,GSP,EST-5,1715210040,1715210820,0,0,0,0,EF1,9.38,400.0,,,1.0,ESE,PUMPKINTOWN,1.0,WNW,BIG RIDGE,35.246,-83.259,35.204,-83.101,"NWS storm survey found the path of a strong EF1 tornado that touched down in a heavily wooded area in the Cowee Mountains just east of Pumpkintown and near the Macon County line. The tornado produced minor tree damage as it ascended a ridge near Kirby Knob before rapidly strengthening as it descended through Cullowhee Gap and crossed Tilley Creek Rd. Multiple trees were uprooted along the road with numerous large branches snapped. The tornado quickly reached peak intensity just east of Tilley Creek Rd where an extensive swath of trees received considerable damage. Approximately 80% of the trees in this swath were either snapped or uprooted, with the trees still standing having multiple branches snapped off. The tornado continued as a high-end EF1,  snapping or uprooting many trees as it passed just below Moss Knob, turning southeast into a remote and heavily wooded area as it continued to down numerous trees between Pine Knob and Low Ridge with the damage path focused near Whiterock Creek. Several trees were uprooted where the tornado crossed White Rock Rd near Cullowhee Mountain Rd before entering the Cullowhee Forest community where numerous trees were downed along Walking Stick Trail as the tornado paralleled Hunter Jim Creek. After exiting Cullowhee Forest, the tornado crossed the West Fork Tuckasegee River and Highway 107 just below Trout Creek Road. High-end EF1 damage was once again noted as the tornado crossed Highway 107 and ascended a ridge where a stand of trees received modest damage with approximately 60% of the trees felled. The tornado then passed through the northern portion of the Sims Valley community just on the south side of Trout Creek. Numerous trees were downed along the mountainside with several trees brought down in the Trout Creek Campground, which was on the northern fringes of the tornadic circulation. The tornado turned southeast one more time before dissipating in a wooded area near Big Ridge.",0
1186754,37,99,GSP,EST-5,1715210580,1715210760,0,0,0,0,EF1,1.52,200.0,,,2.0,NNW,GLENVILLE,3.0,N,GLENVILLE,35.207,-83.152,35.217,-83.128,"NWS storm survey found the path of a second EF1 tornado in Jackson County that touched down south of another tornado shortly before the earlier tornado ended. This brief tornado touched down in a wooded area just below Lake Glenville near Shoal Creek Mountain Road. The tornado crossed Shoal Creek Mountain Road twice where the road takes a sharp hairpin turn. The tornado reached peak intensity of in this area where numerous trees were uprooted or snapped with large branches also snapped off. The tornado crossed Highway 107 and moved northeast where it ascended Pilot Mountain, passing very close to the summit. A narrow and focused damage swath of downed trees was documented where the tornado crossed Big Pilot Mountain Road. The tornado descended Pilot Mountain into the Simms Valley community where a couple trees were uprooted and numerous large branches snapped. The tornado quickly turned to the north as it moved towards Trout Creek and dissipated as it merged with the broader area of rotation associated with the first tornado.",0
1186761,37,21,GSP,EST-5,1715210160,1715210280,0,0,100000,0,EF0,2.32,30.0,,,1.0,S,WALKERTOWN,1.0,N,BLACK MTN,35.642,-82.349,35.618,-82.32,NWS storm survey found the path of a EF0 tornado that  touched down along north Fork Road where several trees were uprooted. The tornado moved southeast across Allen Mountain and across the Black Mountain golf course where additional trees were uprooted along with large limbs snapped. The most concentrated damage occurred from Laurel Ave to just north of downtown Black Mountain where multiple trees were uprooted along with numerous large limbs snapped. Several homes sustained damage from falling trees. A radio tower at the Black Mountain Fire Department was also toppled. The tornado lifted along East State St.,0
1186788,38,73,FGF,CST-6,1717354020,1717354080,0,0,0,0,EFU,0.01,50.0,,,0.0,W,FT RANSOM,0.0,W,FT RANSOM,46.52,-97.93,46.52,-97.93,A trained storm spotter (DouglasB27) reported a tornado moving southeast towards highway 32 and had been on the ground 5 minutes prior to call.,0
1186814,17,53,LOT,CST-6,1718308200,1718308320,0,0,0,0,EF1,3.35,1300.0,,,4.0,WSW,GARBER,2.0,WNW,GIBSON CITY,40.5056,-88.4592,40.4785,-88.4064,"An NWS damage survey confirmed an EF-1 tornado with peak winds around 110 mph began in McLean County and crossed into Ford County before lifting just northwest of Gibson City. While in the WFO Chicago CWA, the tornado produced mostly tree and power line damage in addition to damage to a few grain bins.",0
1186908,1,99,MOB,CST-6,1715302980,1715303040,0,0,0,0,EF2,0.56,1200.0,35,MOB,1.0,WSW,MIDWAY,1.0,SSW,MIDWAY,31.7143,-87.0641,31.71,-87.056,"A unique, long track multi-vortex EF2 tornado occurred from just south-southwest of Midway, Alabama, tracking east-southeast through Georgiana, Alabama on the morning of May 10th, 2024. This tornado began south of Midway west of County Road 5 where it quickly intensified to EF2 strength after crossing this road. The tornado wiped out an entire section of forest with numerous low tree snaps and uproots at this location. As the tornado continued east-southeast, it weakened briefly until reaching County Road 79. Here the tornado became a large multi-vortex with at least 4 to 5 distinct sub-vortices that spanned from just north of County Road 106 to just north of County Road 79 in Commerce, indicating the larger parent tornado vortex was upwards of 0.7 miles wide (1,200 yards). Several of the sub-vortices were around EF1 to EF2 intensity, and where several of these vortices merged into the center of the tornado path north of Commerce, nearly the entire forest sustained tree snaps or uproots. As the tornado continued southeast, it crossed County Road 33 where a potential satellite tornado or sub-vortex rotated in from the southwest. EF2 tree damage including numerous tree snaps or uproots were noted east of this location after the sub-vortex merged into the main tornado track. Periodic high-end EF1 to low end EF2 tree damage persisted through State Highway 106 and Hank Williams Road. Here the tornado broke down into at least 5 sub-vortices that once again were confined within a .7 mile diameter. Each sub-vortex was around mid to high end EF1 intensity with its own focused convergent damage path. Along the centerline of the tornado track, low end EF2 damage to trees occurred in the area. The tornado continued southeast towards I-65, flipping a manufactured home a couple times along State Highway 106 across from the gas station. The tornado became much narrower and weaker as it continued into Georgiana, periodically uprooting or snapping trees along its path. The final observable damage location was near and just east of Taft Skipper Road where a couple outbuildings were destroyed, and a small swath of trees were uprooted in a convergent pattern. This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery and with Digital Globe Maxar for high resolution Worldview satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, track, and intensity of this tornado would not have been able to be determined.",0
1186960,12,113,MOB,CST-6,1715308860,1715310060,0,0,0,0,EF2,20.39,1000.0,91,MOB,2.0,SSE,JAY ARPT,5.0,E,MUNSON,30.93,-87.12,30.85,-86.789,"After thorough review of available high resolution Planet satellite imagery, it was determined the EF2 tornado that ground survey crew assessed in Munson began much earlier. The tornado began south of Highway 4 to the west of Berrydale where a persistent narrow path of significant tree damage was evident on Planet imagery. This narrow swath continued to be evident in the forest south of Berrydale near Highway 4. Once the tornado passed Highway 87 N it likely intensified significantly as deforestation extent became significant and the tornado turned more to the southeast. After its southeast jog it turned back to the east reaching Highway 4 where ground survey crew initially assessed the tornado. The tornado continued along State Highway 4 about 3 miles west northwest of Munson where pine trees were snapped, and power lines were downed in a convergent pattern. The tornado peaked in intensity at an estimated 115 mph (EF2) over Munson where numerous pine trees were snapped in a convergent pattern in a swath about 450 yards wide. The tornado then took a slight jog to the east-southeast as it essentially paralleled State Highway 4 east of Munson with numerous pine and oak trees snapped on both sides of the road. As the tornado continued east of Munson across the Blackwater River State Forest, it became a broader multivortex with several prominent sub-vortices rotating about the main tornado vortex. Snaps continued into Okaloosa County Florida where the tornado is estimated to have lifted to the northwest of Baker between Highway 4 West and Sherman Kennedy Road. This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",0
1186964,12,91,MOB,CST-6,1715310060,1715310240,0,0,0,0,EF2,3.57,1000.0,,,2.0,SSW,BEAVER CREEK,3.0,WSW,CANNON TOWN,30.85,-86.789,30.84,-86.73,"After thorough review of available high resolution Planet satellite imagery, it was determined the EF2 tornado that ground survey crew assessed in Munson began much earlier. The tornado began south of Highway 4 to the west of Berrydale where a persistent narrow path of significant tree damage was evident on Planet imagery. This narrow swath continued to be evident in the forest south of Berrydale near Highway 4. Once the tornado passed Highway 87 N it likely intensified significantly as deforestation extent became significant and the tornado turned more to the southeast. After its southeast jog it turned back to the east reaching Highway 4 where ground survey crew initially assessed the tornado. The tornado continued along State Highway 4 about 3 miles west northwest of Munson where pine trees were snapped, and power lines were downed in a convergent pattern. The tornado peaked in intensity at an estimated 115 mph (EF2) over Munson where numerous pine trees were snapped in a convergent pattern in a swath about 450 yards wide. The tornado then took a slight jog to the east-southeast as it essentially paralleled State Highway 4 east of Munson with numerous pine and oak trees snapped on both sides of the road. As the tornado continued east of Munson across the Blackwater River State Forest, it became a broader multivortex with several prominent sub-vortices rotating about the main tornado vortex. Snaps continued into Okaloosa County Florida where the tornado is estimated to have lifted to the northwest of Baker between Highway 4 West and Sherman Kennedy Road. This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",0
1186965,12,113,MOB,CST-6,1715308920,1715309160,0,0,0,0,EFU,4.48,30.0,,,4.0,E,NEW YORK,3.0,NNW,ALLENTOWN,30.824,-87.1358,30.8055,-87.0635,"A new EF-U tornado has been discovered via high resolution Planet satellite imagery from the May 10th tornado event. A radar tornado debris signature was present which necessitated the review of available satellite imagery to confirm the existence of this tornado. The tornado began near Highway 89 just northeast of Chumuckla and tracked east-southeast towards Highway 87 N. The tornado likely lifted just prior to the highway as the damage path evident on satellite imagery ends just prior to the highway. Once higher resolution imagery becomes available, the tornado intensity may be able to be assessed. This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",0
1186966,12,113,MOB,CST-6,1715309400,1715309460,0,0,0,0,EFU,0.7,30.0,,,5.0,ENE,ALLENTOWN,5.0,ENE,ALLENTOWN,30.8071,-86.9828,30.8037,-86.9717,"A new EF-U tornado has been discovered via high resolution Planet satellite imagery from the May 10th tornado event. A radar tornado debris signature was present which necessitated the review of available satellite imagery to confirm the existence of this tornado. The tornado began east of Paul Barnes Road and solely remained in dense forest, tracking southeast of three quarters of a mile. The tornado lifted midway between Paul Barnes Road and Three Notch Trail. Once higher resolution imagery becomes available, the tornado intensity may be able to be assessed.||This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",0
1186968,12,113,MOB,CST-6,1715309640,1715309880,0,0,0,0,EFU,3.16,30.0,,,5.0,N,INDIAN FORD,5.0,S,MUNSON,30.7886,-86.9177,30.7815,-86.8651,"A new EF-U tornado has been discovered via high resolution Planet satellite imagery from the May 10th tornado event. A radar tornado debris signature was present which necessitated the review of available satellite imagery to confirm the existence of this tornado. The tornado began north of Red Rock Road and just east of Will Sexton Road in forested areas. The tornado tracked east-southeast eventually crossing Red Rock Road at the intersection of Pleasant Home Church Road and Bryant Bridge Road. The tornado lifted shortly after this point. Once higher resolution imagery becomes available, the tornado intensity may be able to be assessed.||This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",0
1186969,12,91,MOB,CST-6,1715310960,1715311080,0,0,0,0,EFU,2.51,30.0,,,19.0,E,FLORIDALE,21.0,E,FLORIDALE,30.7271,-86.5168,30.7089,-86.4803,"A short lived EF-U tornado began on the south side of I-10 southeast of Crestview, tracking southeast across mainly forested areas. Planet satellite imagery revealed a narrow, persistent damage path that matched up well with a radar velocity couplet. The tornado lifted south of I-10 to the west of Range Road 207. If higher resolution satellite imagery becomes available, the intensity may be able to be assessed at a later date.||This survey was able to be completed with the assistance of NASA SPoRT, NASAMSFC, NASA CSDA and the NASA Disasters Program providing high resolution Planet satellite imagery. Without the availability of this remote sensing imagery, the true path length, width, and track of this tornado would not have been able to be determined.",0
1187013,18,25,LMK,EST-5,1715110920,1715110980,0,0,0,0,EF0,0.18,80.0,,,1.0,SW,SULPHUR SPGS,1.0,SW,SULPHUR SPGS,38.209,-86.4863,38.2097,-86.4832,"The National Weather Service in Louisville, in coordination with Crawford County Indiana Emergency Management, concluded that a brief EF0 tornado touched down a tenth of a mile southwest of Sulphur Springs on the evening of May 7, 2024. The tornado touched down near the Stinking Fork just south of Sulphur Springs where it uprooted some hardwoods and scattered them in differing directions. The tornado then traveled east northeast where it destroyed the lean-to of a small barn, scattering debris|downwind. The tornado then widened to approximately 80 yards where it threw a carport about 75 yards to the northeast onto South Old Union Church Road. From here, the tornado maintained intensity with estimated 75 to 80 mph winds where a few trees were uprooted and downed in differing directions, mostly to the north of the|easterly storm motion. One healthy hardwood was even downed back|to a northwest direction, providing strong evidence of the cyclonic rotation. The tornado ended after it downed one more hardwood about 0.2 miles east southeast of Sulphur Springs just before South Old Union Church Road.",0
1187024,18,19,LMK,EST-5,1715113380,1715113560,0,0,0,0,EF0,1.19,60.0,,,1.0,NE,BENNETTSVILLE,2.0,NE,BENNETTSVILLE,38.4365,-85.789,38.4466,-85.7713,"The National Weather Service in Louisville confirmed an EF0|tornado in Perry Crossing (near Sellersburg) in Central Clark|County Indiana. The tornado touched down in a field east of|Covered Bridge Golf Club, and crossed Muddy Fork before crossing|Columbus Mann Road near Pinta Place. Video photography and eye |witnesses saw 2 small tornado funnels from the supercell. ||The first damage point was to three homes on Pinta Place. The|homes had shingle and roofing material loss, along with torn |gutters and awning damage. A couple of Bradford pear trees were |displaced to the north. Wind speeds were between 80 and 85 mph |with a width of 60 yards. ||The tornado appeared to lift over a small lake before|touching down again at the intersection of Lumberfield Lane and|New Perry Lane. There was damage to 3 homes with shingle and|roofing material loss. One home in particular had insulation and|mud splatter thrown around all 4 sides of the house. Witnesses|saw 2 small funnels and many had their ears popping. Wind speeds|were 85 mph with a width of 60 yards. Corn stalks from the|original touch down point was thrown to this location. ||Just before the house on Lumberfield, a wooden fence was pulled|apart and knocked over. Either a board from that fence or one |from a loosely connected outbuilding board was thrown through the |wall of the house near the bathroom window. ||The tornado lifted just beyond the house on the east side of|Lumberfield lane, but debris from the houses landed into homes |on Meriwether Drive. This included shingles, particle board and |one impressive 2x4 impalement into the side of the house about 9 |feet off the ground.",0
1187078,12,65,TAE,EST-5,1715322660,1715322720,0,0,0,0,EF0,2.98,1300.0,79,TAE,2.0,SW,LAMONT,3.0,SSE,LAMONT,30.3468,-83.8326,30.323,-83.791,"The tornado initially touched down in Jefferson county just north of the intersection of Hall Road and S Salt Road where it twisted, uprooted, and snapped many young pine trees on the side of the road as it moved southeast. The Jefferson county portion of this tornado was rated EF0. The tornado would first reach EF1 intensity as it crossed SW Mount Olive Church Road in Madison County where numerous trees were uprooted and a trailer was damaged. The tornado would then begin a more easterly trajectory where trees were snapped along the Madison-Taylor county line. It would continue east-northeast through Madison county mostly through rural areas producing concentrated areas of EF1 damage to pine and oak trees throughout the duration. The tornado would continue its path over farmland just south of state route 8, tipping and twisting many irrigation spickets as well as snapping and uprooting adjacent trees. The tornado would dissipate over a field just west of the Madison-Suwannee county border. This tornado was rated as an EF1 with maximum winds of 100 mph and a maximum|width of 1300 yards.",0
1187079,12,79,TAE,EST-5,1715322720,1715324520,0,0,100000,0,EF1,34.54,1300.0,,,8.0,WSW,SIRMANS,7.0,SE,LEE,30.323,-83.791,30.3492,-83.2126,"The tornado initially touched down in Jefferson county just north of the intersection of Hall Road and S Salt Road where it twisted, uprooted, and snapped many young pine trees on the side of the road as it moved southeast. The Jefferson county portion of this tornado was rated EF0. The tornado would first reach EF1 intensity as it crossed SW Mount Olive Church Road in Madison County where numerous trees were uprooted and a trailer was damaged. The tornado would then begin a more easterly trajectory where trees were snapped along the Madison-Taylor county line. It would continue east-northeast through Madison county mostly through rural areas producing concentrated areas of EF1 damage to pine and oak trees throughout the duration. The tornado would continue its path over farmland just south of state route 8, tipping and twisting many irrigation spickets as well as snapping and uprooting adjacent trees. The tornado would dissipate over a field just west of the Madison-Suwannee county border. This tornado was rated as an EF1 with maximum winds of 100 mph and a maximum width of 1300 yards.",0
1187308,40,81,OUN,CST-6,1714105860,1714105860,0,0,10000,0,EF0,0.2,30.0,,,3.0,NNE,PRAGUE,3.0,NNE,PRAGUE,35.528,-96.677,35.528,-96.677,A home received roof damage from this brief tornado.,0
1187366,17,123,ILX,CST-6,1720996800,1720996920,0,0,0,0,EF1,0.45,50.0,,,1.0,ENE,HENRY,1.0,ENE,HENRY,41.1254,-89.3572,41.1257,-89.3486,"A tornado touched down just north of Henry at 11:40 PM CDT.  The tornado tracked eastward through the Marshall Mobile Estates mobile home park, heavily damaging nearly all of the trailers in the park.  The damage was mostly due to hardwood debris and straight-line winds.  Several trees were also snapped and blown over before the tornado quickly dissipated along County Road 1400 North east of the park at 11:42 PM CDT.",0
1187368,17,123,ILX,CST-6,1720996920,1720997100,0,0,0,0,EF1,6.28,100.0,,,2.0,SSE,HENRY,2.0,N,VARNA,41.0915,-89.3481,41.0633,-89.2335,A tornado touched down just east of the Illinois River near the north edge of Billsbach Lake at 11:42 PM CDT.  The tornado tracked southeastward causing extensive tree damage in the Lake Wildwood area before dissipating southeast of the intersection of Lake Wildwood Drive and County Road 2100 East about 2 miles north-northwest of Varna at 11:45 PM CDT.,0
1187375,17,123,ILX,CST-6,1720998600,1720998660,0,0,0,0,EF1,0.71,50.0,,,2.0,SSE,LACON MARSHALL CO AR,2.0,SSW,HELD,40.9971,-89.3629,40.9913,-89.3516,"A tornado touched down in a farm field north of Hickory Grove Road and west of 1475 East Road just southwest of Strawn Cemetery at 12:10 AM CDT.  The tornado tracked southeastward, snapping off a row of large pine trees and damaging an outbuilding before quickly dissipating in an open field at 12:11 AM CDT.",0
1187506,48,253,SJT,CST-6,1714673160,1714674780,0,4,0,0,EF3,3.29,210.0,,,2.0,W,HAWLEY,2.0,S,HAWLEY,32.6241,-99.8609,32.5873,-99.8339,"The tornado was part of a cyclical supercell moving southeastward|through Jones County just west of US-277. The tornado that |produced damage dropped just north of CR-460 and moved southeast |before causing damage to metal outbuildings on two properties. It |continued southeast then turned to the south-southwest where it |damaged a home and snapped some trees and wooden power poles. It |continued southwestward before completely destroying a home that |was under construction. It also threw several trucks and a trailer|about 100 yards before crossing CR-458. Continuing southwestward,|the tornado completely destroyed another house and injured a |family of four. The tornado made one more turn southeastward where|it hit a small neighborhood. In the neighborhood, it caused roof |damage to a few homes and outbuildings. Before exiting the |neighborhood, it took most of the roof off of a house and caused |some of the walls to collapse. It also destroyed a metal garage |and heavily damaged an attached metal outbuilding. The tornado |crossed FM-605 before dissipating shortly thereafter. The estimated |peak wind speed was 165 mph.",0
1187513,48,81,SJT,CST-6,1714747200,1714748100,0,0,0,0,EF2,4.54,125.0,,,3.0,SSW,SILVER,7.0,S,SILVER,32.028,-100.7034,31.9645,-100.7041,The Silver Tornado damaged a private property just north of FM2029.|The roof of a ranch house was completely ripped off but the walls |remained standing. The tornado also completely destroyed a metal |barn and threw building material a considerable distance away from|the house and barn. The estimated peak wind of the tornado was 125 mph.,0
1187517,48,81,SJT,CST-6,1714750500,1714751700,0,0,0,0,EF3,3.53,350.0,,,4.0,SE,ROBERT LEE ARPT,5.0,SSE,ROBERT LEE,31.8374,-100.4901,31.839,-100.4376,"The Robert Lee Tornado completely destroyed a manufactured home just west of|Highway 208 as well as damaged the walls and roof of a metal barn|next door to the home. In addition, the tornado damaged the roof|of a home along Highway 208 and snapped some large tree limbs.|Also, the tornado lifted the roof off a concrete building on|Valley View Road. The tornado then moved back to the northwest|before weakening and occluding south of Robert Lee. The estimated |wind speed was 140 mph.",0
1187520,48,105,SJT,CST-6,1714853400,1714855500,0,0,0,0,EF2,20.08,125.0,,,28.0,SSW,OZONA,20.0,SSE,OZONA,30.3416,-101.4319,30.4121,-101.1256,"The tornado damaged several structures on Acton Ranch about|26 miles south-southwest of Ozona, Texas. The tornado uplifted|and destroyed the roof structure of a barn with concrete walls. |The tornado also lifted a heavy metal bulk feeder at least 5 |feet in the air and moved it at least 150 feet from its original |location. The tornado also snapped the trunk of a 150 year old |cottonwood tree. The estimated peak wind speed of the |tornado was 115 mph.",0
1187523,48,399,SJT,CST-6,1714668780,1714670100,0,0,0,0,EF2,4.5,390.0,,,2.0,ENE,BALLINGER,5.0,SSW,BENOIT,31.7582,-99.923,31.7121,-99.8689,"The tornado damaged trees off County Road 121 and County Road 122|before damaging several structures at a private residence off |County Road 123. The tornado moved a one story house off of its|foundation and severely damaged a metal barn structure next to the|home. The tornado damaged additional trees west of County Road 123. |In addition, the tornado damaged wooden utility poles along County |Road 123.  The estimated peak wind of the tornado was 115 mph.",0
1187524,48,95,SJT,CST-6,1714671540,1714673040,0,0,0,0,EF2,6.11,395.0,,,7.0,ESE,CONCHO,10.0,E,MILLERSVIEW,31.4831,-99.6676,31.4188,-99.5993,The tornado damaged electrical transmission lines on several|metal truss towers. One of the metal truss towers collapsed due|to the tornado increasing in intensity to an EF2. The path length |and width of the tornado was based on radar and photos of the|damage. The estimated peak wind of the tornado was 130 mph.,0
1187525,48,431,SJT,CST-6,1716388140,1716389400,0,0,0,0,EF3,4.79,400.0,,,8.0,WSW,STERLING CITY CLD AR,7.0,SSW,STERLING CITY CLD AR,31.5844,-101.1025,31.543,-101.0393,"A tornado touched down west of State Highway 163 at a ranch house|on Private Road 127. The tornado damaged the roof of the ranch|house as well as flipped over an RV trailer next to the house.|Between the ranch house and Highway 163, the tornado strengthened|destroying at least two utility poles, severely damaging trees as|well as turning over an oil pump jack. As the tornado approached|and crossed Highway 163, the tornado continued to intensify|damaging several utility poles along the highway and then moving|across a deer lease off Private Road 128, east of Highway 163. The|tornado completely stripped the rocks, the grass, the top soil, and|the caliche roads on the property. Only the stubs of the trunks of |the trees remained on the property. The estimated peak wind of|the tornado was 140 mph.",0
1187547,53,37,PDT,PST-8,1714572000,1714575600,0,0,0,0,EF0,0.35,1.0,,,9.0,NNW,VANTAGE,9.0,NNW,VANTAGE,47.0693,-120.0547,47.0743,-120.0543,"A video taken from George, WA showed a landspout travelling across far northeastern Kittitas county.",0
1187558,22,23,LCH,CST-6,1716986700,1716986700,0,0,0,0,EFU,0.01,1.0,,,7.0,E,SWEET LAKE,7.0,E,SWEET LAKE,29.975,-93.0598,29.975,-93.0598,Meteorologist at the National Weather Service Office in Lake Charles witnessed a brief landspout in the Cameron Prairie National Wildlife Refuge.,0
1187562,22,79,LCH,CST-6,1717100160,1717100520,0,0,20000,0,EF1,4.12,50.0,,,1.0,NW,UNION HILL,4.0,WSW,UNION HILL,30.9873,-92.7363,30.9647,-92.8007,The tornado began just west of Highway 462 and north of Jim Thompson Road near Westport. The tornado produced scattered tree damage before crossing Freedom Road. It travelled across a forested area before crossing Doshie Road where more trees were snapped and uprooted. From there the tornado travelled northwest crossing Mitch Johnson road and Highway 112. The tornado snapped and uprooted several trees along Hwy 112. One of these trees fell on the roof of a single family home. The tornado then continued into a forested area east of Highway 112 where it dissipated.,0
1187646,1,89,HUN,CST-6,1715204400,1715205180,0,0,0,0,EF1,4.35,200.0,,,2.0,SSW,HUNTSVILLE MILLS ARP,1.0,SE,DUG HILL,34.723,-86.5598,34.7067,-86.4871,"A combination of NWS Storm Survey crews, drone imagery, and supplemental Worldview 3 satellite imagery determined that an EF-1 tornado tracked through southeast Huntsville just north of Governors Drive. All damage noted was from snapped tree limbs and uprooted trees along this track. The track continued across Monte Sano, past Dug Hill Road, lifting just before Watson Grande Way.",0
